bermimpi	ber mimpi
gugusan	gugus an
merogoh	men rogoh
jejak	jejak
gadis	gadis
skornya	skor nya
ujar	ujar
dijajaki	di jajak i
intensitas	intensitas
diabaikannya	di abai kan nya
bapaknya	bapak nya
menetap	men tetap
pelabuhannya	pen labuh an nya
sedetik	se detik
penuturan	pen tutur an
sangka	sangka
wilayah	wilayah
keluar	keluar
menggeluti	men gelut i
lubang	lubang
menyingkapkan	men singkap kan
akhirnya	akhir nya
berbuah	ber buah
rp	rp
diledakkan	di ledak kan
teladannya	teladan nya
penghalang	pen halang
pendistribusian	pen distribusi an
disempurnakan	di sempurna kan
melawannya	men lawan nya
terdokumentasi	ter dokumentasi
menyejukkan	men sejuk kan
pengumumannya	pen umum an nya
tangga	tangga
penalti	penalti
ketelanjangan	ke telanjang an
hemat	hemat
relasi	relasi
menyampaikannya	men sampai kan nya
bahasa	bahasa
harapkan	harap kan
dipersembahkan	di per sembah kan
limbah	limbah
aib	aib
subkontrak	subkontrak
dengarkan	dengar kan
tepung	tepung
dikecewakan	di kecewa kan
efisiensinya	efisiensi nya
rambut	rambut
memanggang	men panggang
sawahnya	sawah nya
bernegosiasi	ber negosiasi
gunting	gunting
goyah	goyah
melacak	men lacak
tes	tes
kabarkan	kabar kan
kandas	kandas
intensi	intens i
arang	arang
kompleks	kompleks
hubungannya	hubung an nya
penggunaannya	pen guna an nya
penyangga	pen sangga
dicairkan	di cair kan
dianugerahkan	di anugerah kan
menarifkan	men tarif kan
dialiri	di alir i
peniru	pen tiru
berteguh	ber teguh
keikutsertaan	ke ikutserta an
stres	stres
menyambutnya	men sambut nya
membebani	men beban i
korelasinya	korelasi nya
vulkanik	vulkanik
perekat	pen rekat
cengkeh	cengkeh
bercerai	ber cerai
tokonya	toko nya
tas	tas
mengalokasikannya	men alokasi kan nya
diperlihatkan	di per lihat kan
perjuangan	per juang an
butuhkan	butuh kan
menggembalakan	men gembala kan
titipan	titip an
memenangkan	men menang kan
ranting	ranting
penyehatan	pen sehat an
terlupakan	ter lupa kan
selisih	selisih
pelanggar	pen langgar
pembukuan	pen buku an
rekening	rekening
gantung	gantung
menimpa	men timpa
bakar	bakar
komersial	komersial
keluh	keluh
zaitun	zaitun
seruan	seru an
komandannya	komandan nya
bepergian	bepergian
tumbuhan	tumbuh an
pembantuan	pen bantu an
absolut	absolut
allah	allah
terhilang	ter hilang
menghitung	men hitung
melemahkan	men lemah kan
mengetuk	men ketuk
bersiap	ber siap
piringan	piring an
membesarkan	men besar kan
reaktor	reaktor
mengarahkan	men arah kan
pilihannya	pilih an nya
luntur	luntur
disetor	di setor
aduannya	adu an nya
tonggak	tonggak
kondusif	kondusif
terkelompok	ter kelompok
menambang	men tambang
pungut	pungut
tebang	tebang
sepele	sepele
menabung	men tabung
bermitra	ber mitra
tuntasnya	tuntas nya
diperdalam	di per dalam
jaksa	jaksa
daratannya	darat an nya
berskala	ber skala
menyerang	men serang
terampuh	ter ampuh
kamboja	kamboja
pemadam	pen madam
oktober	oktober
sukunya	suku nya
pendiam	pen diam
diusik	di usik
tumpuan	tumpu an
disapa	di sapa
terjalin	ter jalin
matematika	matematika
andalkan	andal kan
terlama	ter lama
memurnikan	men murni kan
kunjungan	kunjung an
mawarnya	mawar nya
ditoleransi	di toleransi
memprakirakan	men prakira kan
angkut	angkut
aduan	adu an
menyumbangkan	men sumbang kan
kehadiran	ke hadir an
bala	bala
merangsang	men rangsang
penyedia	pen sedia
pernikahan	per nikah an
injeksikan	injeksi kan
sisa	sisa
membasahi	men basah i
lutut	lutut
berkumandang	ber kumandang
pemisahan	pen pisah an
membebaskannya	men bebas kan nya
antarjenjang	antar jenjang
capaian	capai an
membuatku	men buat ku
menopangnya	men topang nya
mendesentralisasikannya	men desentralisasi kan nya
dahaga	dahaga
digadaikan	di gadai kan
mengajukan	men aju kan
gol	gol
laparnya	lapar nya
diparkir	di parkir
penyinaran	pen sinar an
penganut	pen anut
membajak	men bajak
dibubarkannya	di bubar kan nya
diurut	di urut
depkes	depkes
mencekik	men cekik
mengelabui	men kelabui
bakso	bakso
enumerasi	enumerasi
perempuannya	perempuan nya
dibebaskan	di bebas kan
merancang	men rancang
penyidikan	pen sidik an
dipromosikan	di promosi kan
esensi	esens i
terstruktur	ter struktur
mengucilkan	men kucil kan
september	september
bahu	bahu
pembobotan	pen bobot an
membimbing	men bimbing
pengintai	pen intai
kasus	kasus
pinjaman	pinjam an
berangsur	ber angsur
coraknya	corak nya
diwawancara	di wawancara
dimediasi	di mediasi
mengungsi	men ungsi
bertentangan	ber tentang an
parit	parit
pemeta	pen peta
membekaskan	men bekas kan
dirintis	di rintis
perkataannya	per kata an nya
bergemar	ber gemar
hewan	hewan
serunya	seru nya
sejalan	se jalan
melaporkan	men lapor kan
beragamnya	ber ragam nya
praktisnya	praktis nya
menugasi	men tugas i
menelusuri	men telusuri
menyusahkan	men susah kan
menukar	men tukar
doanya	doa nya
pemburu	pen buru
memprosesnya	men proses nya
layani	layan i
pindahan	pindah an
memedomani	men pedoman i
pertobatan	per tobat an
akuratnya	akurat nya
konvensional	konvensional
disingkirkan	di singkir kan
beternak	beternak
mempertajam	men tajam
menjauhkan	men jauh kan
huni	huni
dikendalikan	di kendali kan
melekatnya	men lekat nya
kedelai	kedelai
muluk	muluk
mimpi	mimpi
terdekat	ter dekat
melonjaknya	men lonjak nya
penargetannya	pen target an nya
penyebabnya	pen sebab nya
memperlancar	men lancar
bertanda	ber tanda
pemilihnya	pen pilih nya
klasik	klasik
remaja	remaja
jadwal	jadwal
aparatur	aparatur
pinggiran	pinggir an
skenario	skenario
dunianya	dunia nya
perjuangannya	per juang an nya
permainan	per main an
dikhususkan	di khusus kan
digantikan	di ganti kan
alam	alam
terlaksananya	ter laksana nya
berinvestasi	ber investasi
letak	letak
tolak	tolak
berkreasi	ber kreasi
pembongkaran	pen bongkar an
ditulisi	di tulis i
lebar	lebar
dinyanyikan	di nyanyi kan
diprotes	di protes
diinformasikan	di informasi kan
kontak	kontak
diterus	di terus
apik	apik
variasinya	variasi nya
mukamu	muka kamu
bertanggungjawab	ber tanggungjawab
memaafkan	men maaf kan
pengubah	pen ubah
kuatkan	kuat kan
lingkup	lingkup
puluhan	puluh an
menjatuhkan	men jatuh kan
nonreguler	non reguler
segi	segi
lawan	lawan
mencapainya	men capai nya
utusannya	utus an nya
mencetak	men cetak
pemindahan	pen pindah an
orientasi	orientasi
terlewatnya	ter lewat nya
merumuskan	men rumus kan
kedudukan	ke duduk an
sebijaksana	se bijaksana
komersialnya	komersial nya
dalih	dalih
sukarela	sukarela
memangkas	men pangkas
dikenali	di kenal i
jawabku	jawab ku
meringkaskan	men ringkas kan
menuntutnya	men tuntut nya
dibenahi	di benah i
kritis	kritis
antarinstansi	antar instansi
akibatkan	akibat kan
komentarnya	komentar nya
menyeberangi	men seberang i
dikombinasikan	di kombinasi kan
mengkomunikasikannya	men komunikasi kan nya
menulari	men tular i
penggilingan	pen giling an
penasehat	pen nasehat
dinormalkan	di normal kan
lekat	lekat
diterangkan	di terang kan
tombol	tombol
ulah	ulah
pengadaan	pen ada an
dicoba	di coba
diinginkan	di ingin kan
kehendaki	kehendak i
hambatannya	hambat an nya
diperparah	di per parah
perdesaan	per desa an
berbiaya	ber biaya
komisi	komisi
tabungannya	tabung an nya
butir	butir
penglihatan	penglihatan
perbaiki	perbaiki
populasi	populasi
ketidakakuratan	ke tidak akurat an
penampung	pen tampung
tanaman	tanam an
pahatan	pahat an
menggugah	men gugah
penunggakan	pen tunggak an
sisanya	sisa nya
kecolongan	kecolongan
membangkitkanku	men bangkit kan ku
dikepalai	di kepala i
menyiarkan	men siar kan
berharganya	ber harga nya
pelembagaan	pen lembaga an
ilustrasi	ilustrasi
kabinet	kabinet
memberikannya	men beri kan nya
sejumput	se jumput
kaleng	kaleng
menuliskan	men tulis kan
hasilkan	hasil kan
menceritakannya	men cerita kan nya
direvisi	di revisi
ketidakkonsistenan	ke tidak konsisten an
mengapung	men apung
diperintahkan	di perintah kan
berjumlah	ber jumlah
globalisasi	globalisasi
memusyawarahkannya	men musyawarah kan nya
menguraikan	men urai kan
pengantar	pen antar
pengunjuk	pen unjuk
merangkak	men rangkak
informasi	informasi
deklarasi	deklarasi
terikat	ter ikat
studinya	studi nya
pengesahan	pen sah an
direstrukturisasi	di restrukturisasi
liat	liat
diam	diam
bercampur	ber campur
berpesta	ber pesta
penari	pen tari
kumuhnya	kumuh nya
laporkan	lapor kan
getaran	getar an
khotbah	khotbah
mengagunkan	men agun kan
meratanya	men rata nya
fasilitasnya	fasilitas nya
tahunannya	tahun an nya
modalnya	modal nya
tekadnya	tekad nya
delegasi	delegasi
informan	informan
antikemiskinan	anti ke miskin an
hati	hati
pemotongan	pen potong an
kesediaan	ke sedia an
mengupas	men kupas
ditandai	di tanda i
berdialog	ber dialog
mencerna	men cerna
politis	politis
berlawanan	ber lawan an
paruhnya	paruh nya
keterlibatannya	ke terlibat an nya
mengorban	men korban
antarwilayah	antar wilayah
perusakan	pen rusak an
fotokopinya	fotokopi nya
pemusik	pen musik
sedihan	sedih an
gaya	gaya
pencairan	pen cair an
unggas	unggas
siaran	siar an
peroleh	peroleh
mengkhawatirkan	men khawatir kan
mahasiswa	mahasiswa
menyatakan	men nyata kan
menghujat	men hujat
utama	utama
dibayarkan	di bayar kan
penyimpangan	pen simpang an
mulianya	mulia nya
susulan	susul an
wadah	wadah
keguguran	ke gugur an
kutanggung	ku tanggung
penggratisan	pen gratis an
doktor	doktor
pesaingnya	pesaing nya
tumpangi	tumpang i
kuingat	ku ingat
menginvestasikan	men investasi kan
nonkayu	non kayu
konstruksi	konstruksi
dinas	dinas
memakainya	men pakai nya
diserap	di serap
kamp	kamp
meminjamnya	men pinjam nya
ditanyakan	di tanya kan
angsurannya	angsur an nya
investor	investor
mangsanya	mangsa nya
terheran	ter heran
ketidaksetujuan	ke tidak setuju an
membuatnya	men buat nya
perguliran	per gulir an
disiasati	di siasat i
menggerus	men gerus
warisnya	waris nya
sejenisnya	se jenis nya
pengintegrasian	pen integrasi an
disidang	di sidang
penetapannya	pen tetap an nya
bersabda	ber sabda
dibalik	di balik
air	air
persaudaraan	per saudara an
diputuskan	di putus kan
didenda	di denda
akar	akar
atraksi	atraksi
beruntun	beruntun
bantuannya	bantu an nya
menggoreng	men goreng
pembelian	pen beli an
beragam	ber ragam
hamba	hamba
sebisa	se bisa
promosi	promosi
konstituen	konstituen
jurnalnya	jurnal nya
terbentuk	ter bentuk
fisiknya	fisik nya
dijawab	di jawab
saudaramu	saudara mu
senilai	se nilai
menawan	men tawan
ramping	ramping
pelajar	pelajar
mitranya	mitra nya
ketidakjujuran	ke tidak jujur an
berdoa	ber doa
pengayaan	pen kaya an
sekeping	se keping
menengah	men tengah
partisipasinya	partisipasi nya
dianggap	di anggap
bangunannya	bangun an nya
tersendiri	ter sendiri
menghiasi	men hias i
dilucuti	di lucut i
taruhan	taruh an
harapan	harap an
berteknologi	ber teknologi
jajak	jajak
saus	saus
terpencil	terpencil
putri	putri
ditambahkan	di tambah kan
pergumulan	per gumul an
menakjubkannya	men takjub kan nya
tahunnya	tahun nya
kasihi	kasih i
mendapatkan	men dapat kan
pengasuhan	pen asuh an
peralatan	per alat an
makanan	makan an
alkitab	alkitab
pemutar	pen putar
pengelompokan	pen kelompok an
terbitnya	terbit nya
tanda	tanda
lapang	lapang
kuku	kuku
sejumlah	se jumlah
mengaktifkannya	men aktif kan nya
menanam	men tanam
diberlakukan	di ber laku kan
memenuhi	men penuh i
ditekuninya	di tekun i nya
diatur	di atur
selisihnya	selisih nya
jungkir	jungkir
judi	judi
seutuhnya	se utuh nya
rumahan	rumah an
pengasuh	pen asuh
penembakan	pen tembak an
programnya	program nya
perbedaannya	per beda an nya
seteguh	se teguh
perjumpaan	per jumpa an
diikuti	di ikut i
tanamannya	tanam an nya
aumannya	aum an nya
sintetis	sintetis
memperlambat	men lambat
cukai	cuka i
ingatan	ingat an
tersingkirnya	ter singkir nya
berakal	ber akal
menghiburnya	men hibur nya
minimnya	minim nya
merevisi	men revisi
dipaparkan	di papar kan
berkarier	ber karier
makan	makan
liberal	liberal
menyerahkan	men serah kan
diserahkannya	di serah kan nya
mengutarakan	men utara kan
menginterupsi	men interupsi
menganugerahkan	men anugerah kan
ambivalensi	ambivalensi
memanggilnya	men panggil nya
menerus	men terus
lamanya	lama nya
kusut	kusut
kapasitasnya	kapasitas nya
timahnya	timah nya
berkisar	ber kisar
rasuli	rasul i
merebak	men rebak
intens	intens
sekayu	se kayu
menggeser	men geser
ajar	ajar
pedesaan	pedesaan
ditampilkan	di tampil kan
bapamu	bapa mu
diminatinya	di minat i nya
kebakaran	ke bakar an
ketidakberhasilan	ke tidak berhasil an
peta	peta
parfum	parfum
dilanjutkannya	di lanjut kan nya
bir	bir
kabarnya	kabar nya
mengantisipasi	men antisipasi
sabun	sabun
kolam	kolam
jepang	jepang
campak	campak
gelandangan	gelandang an
obligasi	obligasi
karunia	karunia
mentargetkan	men target kan
perusahaan	per usaha an
butuh	butuh
melestarikan	men lestari kan
mengeram	men eram
aula	aula
berseberangan	ber seberang an
dikatakannya	di kata kan nya
pembeda	pen beda
bahtera	bahtera
pegolf	pen golf
komplek	komplek
iman	iman
penyelundupan	pen selundup an
haus	haus
memerintahkannya	men perintah kan nya
istilahnya	istilah nya
lesu	lesu
barangnya	barang nya
payah	payah
gabungan	gabung an
rendahnya	rendah nya
kakaknya	kakak nya
jual	jual
defisit	defisit
menguap	men uap
analogi	analog i
pertunangan	per tunang an
tangisan	tangis an
tuduhan	tuduh an
merahasiakan	men rahasia kan
irak	irak
ekspor	ekspor
misterius	misterius
diduga	di duga
berjubahkan	ber jubah kan
pengalih	pen alih
terpajang	ter pajang
menyangkanya	men sangka nya
mentri	mentri
menganut	men anut
berkekurangan	ber ke kurang an
diterapkannya	di terap kan nya
fragmen	fragmen
rumahmu	rumah mu
infeksi	infeksi
sederhanakan	sederhana kan
arteri	arteri
gampang	gampang
dikenang	di kenang
berakhir	ber akhir
akasia	akasia
pertolongannya	per tolong an nya
mendiskusikannya	men diskusi kan nya
menggolkan	men gol kan
terang	terang
periksa	periksa
salahnya	salah nya
tawanan	tawan an
berterima	ber terima
beredar	ber edar
jebakan	jebak an
diluputkan	di luput kan
mimpinya	mimpi nya
kawasan	kawasan
sembunyikan	sembunyi kan
menangkis	men tangkis
dijunjung	di junjung
ketidakmunculan	ke tidak muncul an
berduri	ber duri
penyiar	pen siar
didalamnya	di dalam nya
olahraganya	olahraga nya
kisahnya	kisah nya
menganan	men kanan
mengatasi	men atas i
sawah	sawah
menkeu	menkeu
penting	penting
penempelan	pen tempel an
menutupi	men tutup i
jahat	jahat
katalog	katalog
pemberdayaan	pemberdayaan
diseimbangkan	di seimbang kan
pelita	pelita
direndahkan	di rendah kan
pendidikan	pen didik an
memandangnya	men pandang nya
purba	purba
memperdalam	men dalam
singapura	singapura
menghiburku	men hibur ku
memakai	men pakai
pemberitahuan	pen beritahu an
bermutu	ber mutu
diakumulasikan	di akumulasi kan
tercemar	ter cemar
tertinggi	ter tinggi
mengutamakan	men utama kan
objek	objek
menko	menko
menindaklanjutinya	men tindaklanjut i nya
liberalisasi	liberalisasi
patung	patung
hebatnya	hebat nya
datangnya	datang nya
mengharapkan	men harap kan
akademi	akademi
persalinan	per salin an
koper	koper
angkanya	angka nya
pengunduran	pen undur an
iringan	iring an
terangkum	ter rangkum
meleleh	men leleh
rekomendasi	rekomendasi
kerinduannya	ke rindu an nya
sepesawat	se pesawat
miliknya	milik nya
dikonfirmasikan	di konfirmasi kan
seleksi	seleksi
pengulangan	pen ulang an
nonanggota	non anggota
ngerinya	ngeri nya
saing	saing
menjangkau	men jangkau
pembantu	pen bantu
sempit	sempit
memunculkan	men muncul kan
mengkoordinasikannya	men koordinasi kan nya
sinerginya	sinergi nya
mengalokasi	men alokasi
didatangkan	di datang kan
didialogkan	di dialog kan
mengelola	men kelola
mengoreksi	men koreksi
mendongkrak	men dongkrak
jatuhkan	jatuh kan
puja	puja
undi	undi
pembenaran	pen benar an
bermain	ber main
bilang	bilang
singkatan	singkat an
nyatakan	nyata kan
imam	imam
berpendidikan	ber pen didik an
dikagumi	di kagum i
menjangkiti	men jangkit i
minim	minim
menikahinya	men nikah i nya
gawangnya	gawang nya
dilantik	di lantik
umum	umum
genangan	genang an
tangki	tangki
tertampung	ter tampung
pahlawan	pahlawan
allahmu	allah mu
melegakan	men lega kan
listrik	listrik
pendanaan	pen dana an
keledai	keledai
melukiskan	men lukis kan
proyeksi	proyeksi
dilampiri	di lampir i
operasi	operasi
dipatuhi	di patuh i
pencantuman	pen cantum an
diklaim	di klaim
melihat	men lihat
mekanis	mekanis
sukar	sukar
bercahaya	ber cahaya
golongan	golong an
diolah	di olah
bantuan	bantu an
bodoh	bodoh
mensyukuri	men syukuri
terkini	terkini
budi	budi
kuotanya	kuota nya
diakuinya	di aku i nya
kunci	kunci
diserahi	di serah i
diidentifikasi	di identifikasi
variabel	variabel
stratanya	strata nya
hancur	hancur
peduli	peduli
merayakannya	men raya kan nya
menghasilkan	men hasil kan
lancar	lancar
roh	roh
penelaahan	pen telaah an
stasiun	stasiun
dipengaruhi	di pengaruh i
dikhawatirkan	di khawatir kan
gas	gas
demonstran	demonstran
serumah	se rumah
penggantiannya	pen ganti an nya
diacuhkan	di acuh kan
1950an	1950 an
kesediaannya	ke senya an nya
tertolak	ter tolak
produknya	produk nya
apresiasinya	apresiasi nya
diproses	di proses
membuka	men buka
dikembalikannya	di kembali kan nya
terjangkaunya	ter jangkau nya
melangkah	men langkah
samping	samping
digali	di gali
menyedot	men sedot
setahun	se tahun
terselubung	ter selubung
menyiratkan	men sirat kan
dibahas	di bahas
respons	respons
menantu	menantu
mengitariku	men kitar i ku
pembahasan	pen bahas an
menghadapinya	men hadap i nya
menyusu	men susu
pedih	pedih
prevalensinya	prevalensi nya
diinterogasi	di interogasi
lantai	lantai
rehabilitasinya	rehabilitasi nya
perbanyakan	per banyak an
didapatkannya	di dapat kan nya
perampok	pen rampok
semesta	semesta
membalikkan	men balik kan
ditafsirkan	di tafsir kan
dicabut	di cabut
melelehkan	men leleh kan
dilansir	di lansir
arisan	arisan
menggunakan	men guna kan
makanannya	makan an nya
anjing	anjing
dideritanya	di derita nya
bajakan	bajak an
teriak	teriak
dibentuk	di bentuk
dililiti	di lilit i
gali	gali
menghindarkan	men hindar kan
pemandu	pen pandu
mengundurkan	men undur kan
berbaris	ber baris
tanamnya	tanam nya
ditugaskan	di tugas kan
dikuatkan	di kuat kan
ambisi	ambisi
berjanji	ber janji
naungan	naung an
bergunanya	ber guna nya
menimbulkan	men timbul kan
mengajarinya	men ajar i nya
antusiasmenya	antusiasme nya
gencarnya	gencar nya
merapikan	men rapi kan
dipalsukan	di palsu kan
senior	senior
jelas	jelas
ekspansi	ekspansi
haluan	halu an
perabot	perabot
syaraf	syaraf
bulanannya	bulan an nya
fleksibilitas	fleksibilitas
sepatu	sepatu
mejanya	meja nya
romantis	romantis
usah	usah
akta	akta
membayar	men bayar
pengusiran	pen usir an
desember	desember
perusahaannya	per usaha an nya
menggelitik	men gelitik
mutakhir	mutakhir
tindakannya	tindak an nya
membunuh	men bunuh
bumi	bumi
rabu	rabu
pikul	pikul
penyiarnya	pen siar nya
diperolehnya	di peroleh nya
ukraina	ukraina
pengerasan	pen keras an
krim	krim
parahnya	parah nya
harganya	harga nya
disahkan	di sah kan
terbangun	ter bangun
tambahannya	tambah an nya
bunyinya	bunyi nya
mudah	mudah
targetnya	target nya
dikeraskan	di keras kan
tontonan	tonton an
merenungkan	men renung kan
mencalonkan	men calon kan
memerbaiki	men perbaiki
memberatkan	men berat kan
sumberdaya	sumberdaya
ketidaksuksesan	ke tidak sukses an
teralih	ter alih
penyampaian	pen sampai an
mengalir	men alir
mahkamah	mahkamah
bobrok	bobrok
diyakini	di yakin i
membakarmu	men bakar mu
digendong	di gendong
kuduskan	kudus kan
disebarkan	di sebar kan
dibangunkan	di bangun kan
ajaibnya	ajaib nya
pancuran	pancur an
kesempatan	kesempatan
terlindung	ter lindung
dibariskan	di baris kan
beraninya	berani nya
janin	janin
menghantui	men hantu i
diajukan	di aju kan
utara	utara
direpotkan	di repot kan
membicarakan	men bicara kan
hadapan	hadap an
tani	tani
mengamankan	men aman kan
imbangannya	imbang an nya
ampun	ampun
membiarnya	men biar nya
menggiatkan	men giat kan
tersita	ter sita
juni	juni
penggagasnya	pen gagas nya
terkemuka	ter kemuka
diumumkan	di umum kan
sebangsaku	se bangsa aku
bermusyawarah	ber musyawarah
berakibat	ber akibat
membiarkan	men biar kan
tempuh	tempuh
dokumen	dokumen
memenangi	men menang i
sebagus	se bagus
surat	surat
meliput	men liput
pendidikannya	pen didik an nya
pemasok	pen pasok
diancam	di ancam
percepatan	per cepat an
konsumsinya	konsumsi nya
melobi	men lobi
pengolahannya	pen olah an nya
gulung	gulung
terwakili	ter wakil i
warisannya	waris an nya
pemetaan	pen peta an
penggembalaan	pen gembala an
evakuasi	evakuasi
pemberkasan	pen berkas an
persetujuannya	per setuju an nya
anggur	anggur
rekonstruksi	rekonstruksi
pemberian	pen beri an
mencairkan	men cair kan
perintah	perintah
cukur	cukur
waktunya	waktu nya
surga	surga
diusahakannya	di usaha kan nya
mengalokasikan	men alokasi kan
kafir	kafir
dikeluarkannya	di keluar kan nya
kuota	kuota
februari	februari
insya	insya
ketidakselarasan	ke tidak selaras an
ambilkan	ambil kan
generasi	generasi
pembuatan	pen buat an
pembunuh	pen bunuh
uap	uap
ditempeli	di tempel i
pernafasan	per nafas an
kriminal	kriminal
jurang	jurang
letusannya	letus an nya
aturan	atur an
patuh	patuh
berintegritas	ber integritas
berkebangsaan	ber ke bangsa an
supervisi	supervisi
format	format
jajaran	jajar an
renangnya	renang nya
penerimaannya	pen terima an nya
peringatan	per ingat an
menaiki	men naik i
amatir	amatir
takuti	takut i
setuju	setuju
kirinya	kiri nya
penggorengan	pen goreng an
fungsi	fungsi
inefisiensi	inefisiensi
mengajarkannya	men ajar kan nya
meloloskan	men lolos kan
terperhatikan	ter perhatikan
minggu	minggu
dipimpin	di pimpin
melewatkan	men lewat kan
kubur	kubur
bisikan	bisik an
setoran	setor an
sahabatku	sahabat ku
puas	puas
ciptakan	cipta kan
dijadikan	di jadi kan
mengikut	men ikut
langit	langit
mengeluhkan	men keluh kan
efektifitas	efektifitas
melalaikan	men lalai kan
guna	guna
diundur	di undur
merapi	men rapi
pengkajian	pen kaji an
alkitabnya	alkitab nya
minat	minat
memacu	men pacu
relokasi	relokasi
tidur	tidur
membutuhkan	men butuh kan
sewaktu	se waktu
mengemukakan	men kemuka kan
tambaknya	tambak nya
mengeliminasi	men eliminasi
remajanya	remaja nya
vertikal	vertikal
sampelnya	sampel nya
diproduksi	di produksi
terealisasi	ter realisasi
sulaman	sulam an
mandiri	mandiri
semasa	se masa
absah	absah
wangi	wangi
induk	induk
menjejali	men jejal i
terbebani	ter beban i
wisatawan	wisata wan
zamannya	zaman nya
tabung	tabung
tuduh	tuduh
antarkomoditas	antar komoditas
ide	ide
hotelnya	hotel nya
membuahkan	men buah kan
kuda	kuda
dikunjunginya	di kunjung i nya
memasarkan	men pasar kan
validitas	validitas
seperangkat	se perangkat
geram	geram
tambak	tambak
nasionalnya	nasional nya
dikritik	di kritik
menjurus	men jurus
terguncangkan	ter guncang kan
pembagian	pen bagi an
ratifikasi	ratifikasi
memperjuangkan	men juang kan
paduan	padu an
digenggam	di genggam
bersimpati	ber simpati
kadar	kadar
pengering	pen kering
meluasnya	men luas nya
permulaan	per mula an
penyesalan	pen sesal an
diprioritaskan	di prioritas kan
cuacanya	cuaca nya
mengangkat	men angkat
melebihi	men lebih i
menyangkal	men sangkal
pengejaran	pen kejar an
reputasinya	reputasi nya
jubahnya	jubah nya
sah	sah
membacanya	men baca nya
ditiru	di tiru
susah	susah
beralih	ber alih
ayahmu	ayah mu
alokasinya	alokasi nya
terlewatkan	ter lewat kan
mendistorsi	men distorsi
lewat	lewat
penyiaran	pen siar an
sepupu	sepupu
digunakan	di guna kan
siang	siang
organisasi	organisasi
berasaskan	ber asas kan
mempesona	men pesona
monitor	monitor
menyingkirkan	men singkir kan
otoritasnya	otoritas nya
pembangunan	pen bangun an
menua	men tua
benua	benua
mengaksesnya	men akses nya
modifikasi	modifikasi
radius	radius
berurusan	ber urus an
kecaman	kecam an
hasratnya	hasrat nya
penjabaran	pen jabar an
dipetik	di petik
surabaya	surabaya
punggung	punggung
mewarisi	men waris i
perkampungan	per kampung an
membuatkan	men buat kan
doa	doa
gumpalan	gumpal an
rumor	rumor
mengingatnya	men ingat nya
menatap	men tatap
berbincang	ber bincang
diembannya	di emban nya
membiayainya	men biaya i nya
meregangkan	men regang kan
usulan	usul an
berderet	ber deret
gerutu	gerutu
tiang	tiang
menjengkelkan	men jengkel kan
lolos	lolos
dilupakan	di lupa kan
arti	arti
bernapas	ber napas
partisipasi	partisipasi
menyandarkan	men sandar kan
dibuktikan	di bukti kan
penggunaan	pen guna an
pertimbangan	per timbang an
resolusi	resolusi
daud	daud
azas	azas
tabrakan	tabrak an
penentuannya	pen tentu an nya
serok	se rok
berguna	ber guna
prinsip	prinsip
pertolongan	per tolong an
diatas	di atas
diasumsikan	di asumsi kan
legitimasi	legitimasi
tata	tata
berantai	ber rantai
akut	akut
suara	suara
bertujuan	ber tuju an
hadiah	hadiah
pangan	pangan
dibersihkan	di bersih kan
tersirat	ter sirat
penyerbuan	pen serbu an
pangsa	pangsa
membobol	men bobol
pemberangkatannya	pen berangkat an nya
membombardir	men bombardir
media	media
mewakilkan	men wakil kan
minatnya	minat nya
selandia	selandia
cepat	cepat
tali	tali
perpisahannya	per pisah an nya
dirjen	dirjen
setahap	se tahap
kiamat	kiamat
sepenting	se penting
pematang	pen matang
terjadinya	ter jadi nya
minumannya	minum an nya
sertifikat	sertifikat
menegosiasikan	men negosiasi kan
beraib	ber aib
dek	dek
terlihat	ter lihat
menyangga	men sangga
sekolah	sekolah
penekanannya	pen tekan an nya
menurunnya	men turun nya
pakaiannya	pakai an nya
komitmen	komitmen
diciumnya	di cium nya
diskusi	diskusi
selesainya	selesai nya
kaget	kaget
perpindahan	per pindah an
masa	masa
tersalurkan	ter salur kan
tingkah	tingkah
perencanaannya	pen rencana an nya
sumber	sumber
hayatnya	hayat nya
mengamatinya	men amati nya
menyimpang	men simpang
membutuhkannya	men butuh kan nya
neneknya	nenek nya
menyaksikannya	men saksi kan nya
entitas	entitas
pembacanya	pen baca nya
menghanguskan	men hangus kan
cakupan	cakup an
lagu	lagu
terfokus	ter fokus
kaidah	kaidah
pengemudi	pen kemudi
demokratis	demokratis
berhentinya	ber henti nya
punglinya	pungli nya
diketahui	di ketahui
rintangan	rintang an
terhambat	ter hambat
meluruskan	men lurus kan
menyembur	men sembur
penjaga	pen jaga
maksudnya	maksud nya
berupaya	ber upaya
menceritakan	men cerita kan
memperpendek	men pendek
penjajahan	pen jajah an
ketidaksetaraan	ke tidak setara an
ternak	ternak
ditaklukkan	di takluk kan
proteinnya	protein nya
lemah	lemah
berjenjang	ber jenjang
memformatnya	men format nya
berganti	ber ganti
penundukan	pen tunduk an
bea	bea
tersimpan	ter simpan
dipergunakan	di per guna kan
pangkat	pangkat
perintis	pen rintis
warung	warung
katanya	kata nya
asli	asli
kejutan	kejut an
upah	upah
rezim	rezim
persediaan	per sedia an
ia	ia
bis	bis
perkara	perkara
bedah	bedah
demam	demam
pengaduan	pen adu an
ekstrim	ekstrim
memperingatkan	men ingat kan
nyanyian	nyanyi an
guntingan	gunting an
pengembara	pen kembara
menggugat	men gugat
dikirim	di kirim
