halnya	hal nya
antardesanya	antar desa nya
dimekarkan	di mekar kan
menjelekkan	men jelek kan
terlipat	ter lipat
disepelekan	di sepele kan
iklim	iklim
pasukannya	pasukan nya
pengukur	pen ukur
mengganggu	men ganggu
mengingatkan	men ingat kan
memudahkan	men mudah kan
dielakkan	di elak kan
punya	punya
mendermakan	men derma kan
diluncurkan	di luncur kan
bergelantungan	ber gelantung an
diumumkan	di umum kan
figurnya	figur nya
tambang	tambang
cakap	cakap
silang	silang
pedesaan	pedesaan
penayangan	pen tayang an
infeksi	infeksi
diyakininya	di yakin i nya
mengimplementasi	men implementasi
lautan	laut an
diajarkan	di ajar kan
bersembunyi	ber sembunyi
kualifikasi	kualifikasi
mencalonkan	men calon kan
mengelabui	men kelabui
harga	harga
disayangkan	di sayang kan
mengarahkan	men arah kan
menginginkanku	men ingin kan ku
melambung	men lambung
memadainya	memadai nya
mula	mula
penggalian	pen gali an
sucikan	suci kan
perijinan	per ijin an
melewatkan	men lewat kan
kandungannya	kandung an nya
dipersulit	di per sulit
perjamuan	per jamu an
terawat	ter rawat
suntik	suntik
ulangan	ulang an
november	november
antarresponden	antar responden
berkunjung	ber kunjung
mencari	men cari
kritikan	kritik an
tuntutannya	tuntut an nya
berlatih	ber latih
menanami	men tanam i
memetakan	men peta kan
ketidakpuasannya	ke tidak puas an nya
gelang	gelang
syaraf	syaraf
anda	anda
bajakan	bajak an
persembahan	per sembah an
minggu	minggu
dilatih	di latih
mengembara	men kembara
komando	komando
ditjen	ditjen
logika	logika
sangsi	sangsi
utamanya	utama nya
karakter	karakteri
dihimbau	di himbau
berhitung	ber hitung
prancis	prancis
bertujuan	ber tuju an
berhiaskan	ber hias kan
sempurna	sempurna
istri	istri
antartempat	antar tempat
dokter	dokter
ternama	ter nama
pembunuh	pen bunuh
investasinya	investasi nya
kuyakini	ku yakin i
bawahnya	bawah nya
kuasa	kuasa
punyai	punya i
puskesmas	puskesmas
agama	agama
penimbunan	pen timbun an
pencatat	pen catat
federal	federal
penderita	pen derita
target	target
acara	acara
bersengketa	ber sengketa
mendisiplinkan	men disiplin kan
otoriter	otoriter
berputus	ber putus
pemutakhirannya	pen mutakhir an nya
tunjangannya	tunjang an nya
butir	butir
merambat	men rambat
pita	pita
didalamnya	di dalam nya
mencapainya	men capai nya
layak	layak
pelempar	pen lempar
dewasanya	dewasa nya
mengintervensi	men intervensi
tenang	tenang
menyalami	men salam i
penurunan	pen turun an
pengajar	pen ajar
pembeliannya	pen beli an nya
nada	nada
terabaikan	ter abai kan
asumsinya	asumsi nya
tahunan	tahun an
dikapalkan	di kapal kan
konsultan	konsultan
perusahaannya	per usaha an nya
rasio	rasio
mengoper	men koper
utuh	utuh
melainkan	men lain kan
mengarsipkan	men arsip kan
menyetir	men setir
pengorbanan	pen korban an
penambak	pen tambak
ganda	ganda
invasi	invasi
memperingatkan	men ingat kan
menjamurnya	men jamur nya
minyak	minyak
keikutsertaan	ke ikutserta an
penelitian	pen teliti an
menirukan	men tiru kan
mengestimasi	men estimasi
tunggangan	tunggang an
disetor	di setor
berpindahnya	ber pindah nya
penjudi	pen judi
pemblokiran	pen blokir an
mudahnya	mudah nya
menggumamkan	men gumam kan
bus	bus
mengizinkan	men izin kan
persen	persen
mencairnya	men cair nya
terkumpul	ter kumpul
pendangkalan	pen dangkal an
menuntut	men tuntut
keturunannya	ke turun an nya
parfum	parfum
salad	salad
pemberi	pen beri
sukses	sukses
rp	rp
diprediksi	di prediksi
bermainnya	ber main nya
putaran	putar an
realitasnya	realitas nya
karun	karun
khawatirkan	khawatir kan
membimbing	men bimbing
proteksi	proteksi
mengharmoniskan	men harmonis kan
penggorengan	pen goreng an
sensitif	sensitif
memaksakan	men paksa kan
penyetoran	pen setor an
mempertanyakan	men tanya kan
makro	makro
penundaan	pen tunda an
terparah	ter parah
dimandatkan	di mandat kan
menjembatani	men jembatan i
menerjemahkan	men terjemah kan
pemukiman	pen mukim an
pengikatan	pen ikat an
gema	gema
potensi	potensi
terkhusus	ter khusus
muslimah	muslimah
sanksi	sanksi
standarisasi	standarisasi
diperintahkan	di perintah kan
murni	murni
menyusut	men susut
nurani	nurani
pengesahan	pen sah an
terbanyak	ter banyak
takuti	takut i
petugas	petugas
subjektivitas	subjektivitas
harian	hari an
memiliki	men milik i
difasilitasi	di fasilitas i
ditambah	di tambah
halus	halus
dibawahinya	di bawah i nya
mencacah	men cacah
hantam	hantam
kepercayaan	ke percaya an
reaktor	reaktor
minggunya	minggu nya
harta	harta
misterius	misterius
inginkan	ingin kan
hal	hal
gengsi	gengsi
diwarisi	di waris i
condong	condong
selektifnya	selektif nya
menghujat	men hujat
bisnisnya	bisnis nya
asian	asian
ambruknya	ambruk nya
penerus	pen terus
dicurahkannya	di curah kan nya
makamnya	makam nya
kupelajari	ku pelajar i
kebun	kebun
pentingnya	penting nya
pamannya	paman nya
penafsiran	pen tafsir an
dibesarkan	di besar kan
pemancing	pen pancing
menggelar	men gelar
merosot	merosot
mencerahkan	men cerah kan
diakumulasikan	di akumulasi kan
leluasa	leluasa
game	game
keikutsertaannya	ke ikutserta an nya
paradigma	paradigma
tuanku	tuan ku
orde	orde
usus	usus
menggeser	men geser
diderita	di derita
perekonomiannya	per ekonomi an nya
pembiayaannya	pen biaya an nya
tuliskan	tulis kan
selamat	selamat
ditumpuk	di tumpuk
piala	piala
memungutnya	men pungut nya
bersihkan	bersih kan
diberlakukan	di ber laku kan
petanya	peta nya
berserah	ber serah
konotasi	konotasi
diperbarui	di per baru i
bergantian	ber ganti an
bertemakan	ber tema kan
berasaskan	ber asas kan
memancarkan	men pancar kan
ditunjukan	di tunjuk an
kambing	kambing
menjawabnya	men jawab nya
cairan	cair an
terpahat	ter pahat
memantau	men pantau
penolongku	pen tolong ku
terpisah	ter pisah
berkilau	ber kilau
tampungnya	tampung nya
bertanah	ber tanah
saringan	saring an
berdatangan	ber datang an
menganan	men kanan
hormat	hormat
lalui	lalu i
memahami	men paham i
tergoda	ter goda
menggariskan	men garis kan
selisih	selisih
digali	di gali
selebar	se lebar
sambungan	sambung an
taati	taat i
tertolong	ter tolong
cerminan	cermin an
dikenang	di kenang
sekuler	sekuler
bajakannya	bajak an nya
merumuskannya	men rumus kan nya
kuotanya	kuota nya
mempergunakan	men guna kan
mengklasifikasi	men klasifikasi
latihannya	latih an nya
tangganya	tangga nya
dikenalnya	di kenal nya
kunyah	kunyah
menerus	men terus
memperkatakan	men kata kan
perancang	pen rancang
rambutmu	rambut mu
mematuhi	men patuh i
dipercayai	di percaya i
beribadah	ber ibadah
selain	se lain
ritel	ritel
islam	islam
kumulatif	kumulatif
umum	umum
pelayanan	pen layan an
aparatur	aparatur
terkendali	ter kendali
riang	riang
mengungsi	men ungsi
diboboli	di bobol i
solusinya	solusi nya
memuat	men muat
mikroskop	mikroskop
sawahnya	sawah nya
mengkonsultasikannya	men konsultasi kan nya
berdasarkan	ber dasar kan
mentri	mentri
mengikatnya	men ikat nya
memuji	men puji
ajaran	ajar an
perahu	perahu
jemput	jemput
departemen	departemen
suasana	suasana
indikatornya	indikator nya
peraga	pen raga
ketetapan	ke tetap an
mengusik	men usik
takaran	takar an
memasang	men pasang
iuran	iuran
penghulu	pen hulu
taktik	taktik
kertas	kertas
menjatahkan	men jatah kan
penuaan	pen tua an
pasangan	pasang an
penggoda	pen goda
keterlibatannya	ke terlibat an nya
mendesaknya	men desak nya
terkubur	ter kubur
mengkreditnya	men kredit nya
promosi	promosi
mengingini	men ingin i
mengeluhkan	men keluh kan
menentang	men tentang
pesaing	pesaing
simpulan	simpul an
dikategorikan	di kategori kan
berbekal	ber bekal
neraca	neraca
stabilitas	stabilitas
produsen	produsen
pinggang	pinggang
coraknya	corak nya
pengasih	pen kasih
bersenjatakan	ber senjata kan
yusuf	yusuf
lengkung	lengkung
memasok	men pasok
longsor	longsor
berobatnya	ber obat nya
tangannya	tangan nya
preminya	premi nya
diperbaharui	di per baharu i
hindari	hindar i
menduduki	men duduk i
diajarnya	di ajar nya
mencampur	men campur
penundukan	pen tunduk an
orang	orang
buta	buta
menimbulkan	men timbul kan
pelarangan	pen larang an
mendewakan	men dewa kan
penjualan	pen jual an
berkebangsaan	ber ke bangsa an
halamannya	halaman nya
perlombaan	per lomba an
bayarkan	bayar kan
diperlihatkan	di per lihat kan
absennya	absen nya
mesir	mesir
dibunuh	di bunuh
perekam	pen rekam
melebihi	men lebih i
jadi	jadi
berurusan	ber urus an
menyebut	men sebut
dikonsultasikan	di konsultasi kan
proporsi	proporsi
diciumnya	di cium nya
semaksimal	se maksimal
penghiburan	pen hibur an
puluhan	puluh an
contohnya	contoh nya
amati	amati
rekapitulasinya	rekapitulasi nya
perusahaan	per usaha an
memperlambat	men lambat
disoroti	di sorot i
penyusunannya	pen susun an nya
disajikan	di saji kan
rokok	rokok
rak	rak
gajian	gaji an
mengingkari	men ingkar i
menghitungnya	men hitung nya
perayaan	pen raya an
luapan	luap an
pihaknya	pihak nya
akar	akar
terintimidasi	ter intimidasi
menyederhanakan	men sederhana kan
geram	geram
memeriksa	men periksa
lahan	lahan
penerimanya	pen terima nya
auditor	auditor
ibunya	ibu nya
usulan	usul an
statusnya	status nya
menyucikan	men suci kan
rasul	rasul
wibawa	wibawa
timah	timah
bungkusnya	bungkus nya
membencinya	men benci nya
rekonsiliasi	rekonsiliasi
dikuatkan	di kuat kan
usia	usia
menimbun	men timbun
mengapit	men apit
renungkan	renung kan
pergelangan	per gelang an
teramati	ter amati
balau	balau
menyetorkan	men setor kan
atraksi	atraksi
pesta	pesta
mengorganisasikan	men organisasi kan
favoritnya	favorit nya
laut	laut
terbaca	ter baca
sosis	sosis
digalakkan	di galak kan
serinci	se rinci
tni	tn i
sesamaku	se sama aku
menyambutku	men sambut ku
bersikap	ber sikap
kabul	kabul
sebangsaku	se bangsa aku
dipersempit	di per sempit
pai	pai
memilikinya	men milik i nya
munculnya	muncul nya
terindikasi	ter indikasi
pertarungan	per tarung an
bersalah	ber salah
daerah	daerah
dermawan	derma wan
ambil	ambil
gigitannya	gigit an nya
pemenang	pen menang
bersantai	ber santai
mempesona	men pesona
penunggak	pen tunggak
lapang	lapang
seriusnya	serius nya
utama	utama
tundukkan	tunduk kan
terjaminnya	ter jamin nya
disusul	di susul
mengimpor	men impor
for	for
penguasa	pen kuasa
amal	amal
relasi	relasi
mapannya	mapan nya
intensitas	intensitas
doakan	doa kan
literatur	literatur
dihadapinya	di hadap i nya
dideskripsikan	di deskripsi kan
mengkoordinasikannya	men koordinasi kan nya
mengentaskan	men entas kan
penyinaran	pen sinar an
berkawan	ber kawan
menghantui	men hantu i
mengakali	men akal i
tajam	tajam
kunjung	kunjung
halaman	halaman
lesunya	lesu nya
diagunkan	di agun kan
menjelaskan	men jelas kan
ismail	ismail
ucapan	ucap an
menjualnya	men jual nya
operasionalnya	operasional nya
mendasar	men dasar
kenangan	kenang an
fasilitatornya	fasilitator nya
sesuainya	sesuai nya
produksi	produksi
terkuras	ter kuras
media	media
keluhan	keluh an
menceritakannya	men cerita kan nya
usulkan	usul kan
kendala	kendala
naik	naik
seumur	se umur
menghimpun	men himpun
bernalar	ber nalar
dipimpin	di pimpin
menempuh	men tempuh
terluas	ter luas
klinik	klinik
semata	se mata
muncul	muncul
konseptual	konseptual
menyimpulkan	men simpul kan
diperlebar	di per lebar
terpandai	ter pandai
dikeluhkan	di keluh kan
gelapnya	gelap nya
belanja	belanja
terompetnya	terompet nya
menunduk	men tunduk
berperkara	ber perkara
pisaunya	pisau nya
kuatir	kuatir
ditunjang	di tunjang
meredam	men redam
antarpemangku	antar pen pangku
penerbangannya	pen terbang an nya
teks	teks
meluruskan	men lurus kan
perkampungan	per kampung an
meninjau	men tinjau
bendahara	bendahara
mendalami	men dalam i
pemikiran	pen pikir an
mentari	mentari
menara	menara
pendanaan	pen dana an
dicukur	di cukur
tempat	tempat
indah	indah
diperolehnya	di peroleh nya
penyiaran	pen siar an
mengenali	men kenal i
dipraktikkan	di praktik kan
kaumnya	kaum nya
membicarakannya	men bicara kan nya
disebarkan	di sebar kan
konsentrasi	konsentrasi
arkeologi	arkeologi
buku	buku
selatan	selatan
rupanya	rupa nya
dituturkan	di tutur kan
salju	salju
penanganan	pen tangan an
membacanya	men baca nya
tembok	tembok
mempersempit	men sempit
jarahan	jarah an
kuliah	kuliah
ilegal	ilegal
memaafkan	men maaf kan
robek	robek
pengendalian	pen kendali an
terjun	terjun
sediakan	sedia kan
sebatas	se batas
pendapatannya	pen dapat an nya
diberkati	di berkat i
karunia	karunia
melintasi	men lintas i
renggang	renggang
diwakilkan	di wakil kan
mewakilkan	men wakil kan
pemberdayaannya	pemberdayaan nya
sulaman	sulam an
dipulau	di pulau
mengkonsolidasikan	men konsolidasi kan
menenangkan	men tenang kan
penetapannya	pen tetap an nya
menggerebek	men gerebek
memilih	men pilih
berhikmat	ber hikmat
solidaritas	solidaritas
intelektual	intelektual
persepsinya	persepsi nya
paket	paket
volumenya	volume nya
sedihnya	sedih nya
kanwil	kanwil
menikahkan	men nikah kan
perpustakaan	perpustakaan
taksiran	taksir an
sabtu	sabtu
mutunya	mutu nya
lokali	lokal i
dilansir	di lansir
elektronik	elektronik
digadai	di gadai
merestui	men restu i
kucingnya	kucing nya
perampokan	pen rampok an
es	es
rawan	rawan
terpaut	ter paut
kenang	kenang
popoknya	popok nya
perputaran	per putar an
datanya	data nya
kuharap	ku harap
membekaskan	men bekas kan
disalahgunakan	di salahguna kan
modifikasi	modifikasi
upacara	upacara
pembangunan	pen bangun an
tugas	tugas
ketidakjelasan	ke tidak jelas an
menyuntikkan	men suntik kan
membahas	men bahas
menengah	men tengah
wajib	wajib
penyelenggara	pen selenggara
pendalaman	pen dalam an
dilatihnya	di latih nya
kredibilitas	kredibilitas
disetujuinya	di setuju i nya
ongkosnya	ongkos nya
buang	buang
tungkunya	tungku nya
berperang	ber perang
kilo	kilo
sudut	sudut
menepi	men tepi
dipermainkan	di per main kan
oknum	oknum
menggunakannya	men guna kan nya
pihak	pihak
keheranan	ke heran an
sepakbola	sepakbola
tumbuh	tumbuh
pengembaraan	pen kembara an
bermacam	ber macam
reputasi	reputasi
bobroknya	bobrok nya
menjaganya	men jaga nya
perenungan	pen renung an
mendatanginya	men datang i nya
permasalahan	per masalah an
prosesnya	proses nya
kisahnya	kisah nya
terakreditasi	ter akreditasi
nonkonsumsi	non konsumsi
menanyai	men tanya i
liar	liar
diraup	di raup
pintas	pintas
pil	pil
pelanggarannya	pen langgar an nya
as	as
persaingannya	per saing an nya
merumuskan	men rumus kan
menyikat	men sikat
dukanya	duka nya
terlontar	ter lontar
makam	makam
menerapkannya	men terap kan nya
penggandaan	pen ganda an
melintas	men lintas
saing	saing
dituntut	di tuntut
ditempelkan	di tempel kan
digeluti	di gelut i
melipatgandakan	men lipatganda kan
dinaikkan	di naik kan
menggerutu	men gerutu
digadaikan	di gadai kan
flint	flint
tebusan	tebus an
berfungsinya	ber fungsi nya
terletak	ter letak
berharganya	ber harga nya
mengasihiku	men kasih i ku
terpelajar	ter pelajar
ijon	ijon
gejala	gejala
ditabrakkan	di tabrak kan
antariksa	antariksa
tertampung	ter tampung
berkomitmen	ber komitmen
omong	omong
dijadwalkan	di jadwal kan
dibuktikan	di bukti kan
bernegara	ber negara
jumpa	jumpa
substansi	substansi
perisai	perisai
mereduksi	men reduksi
mengkhususkan	men khusus kan
pendahuluan	pendahulu an
papan	papan
ditandai	di tanda i
menolongnya	men tolong nya
sarapan	sarapan
terutama	ter utama
gizinya	gizi nya
kolonel	kolonel
diselesaikan	di selesai kan
berperan	ber peran
menggunting	men gunting
taman	taman
gigih	gigih
berkenalan	ber kenal an
taruhan	taruh an
membangun	men bangun
transaksinya	transaksi nya
terjual	ter jual
pestanya	pesta nya
tanganmu	tangan mu
merekrut	men rekrut
berdana	ber dana
lahiran	lahir an
hatiku	hati ku
pakaian	pakai an
penyelang	pen selang
asuh	asuh
pegunungan	pegunungan
membentang	men bentang
menerima	men terima
diagnosanya	nyagnosa nya
menghitung	men hitung
didikan	didik an
menyimpannya	men simpan nya
sedangkan	sedang kan
menundukkan	men tunduk kan
dikirim	di kirim
universitas	universitas
pendaftaran	pen daftar an
profesionalisme	profesionalisme
genetik	genetik
dijabarkan	di jabar kan
tanganku	tangan ku
bawaan	bawa an
vertikal	vertikal
separuhnya	se paruh nya
dibuatnya	di buat nya
hubungi	hubung i
klorofilnya	klorofil nya
licin	licin
berbentuk	ber bentuk
pantai	pantai
pengenalan	pen kenal an
cair	cair
egois	egois
jaraknya	jarak nya
dirawat	di rawat
risikonya	risiko nya
ujung	ujung
mengintegrasikan	men integrasi kan
konteksnya	konteks nya
ejekan	ejek an
satuan	satu an
musuh	musuh
dagangnya	dagang nya
terjembatani	ter jembatan i
perselisihan	per selisih an
perangkap	pen rangkap
moskow	moskow
mengarah	men arah
tunggakannya	tunggak an nya
asuransi	asuransi
tersadar	ter sadar
membutuhkan	men butuh kan
durian	duri an
dipunyai	di punya i
kabarkan	kabar kan
relasinya	relasi nya
tempatnya	tempat nya
menyerupai	men serupa i
dididik	di didik
label	label
insya	insya
menjangkau	men jangkau
semacamnya	se macam nya
konsumen	konsumen
komunitas	komunitas
bis	bis
sintesis	sintesis
mempermasalahkan	men masalah kan
pembalasan	pen balas an
harinya	hari nya
bertunangan	ber tunang an
pimpinan	pimpin an
mulianya	mulia nya
ibarat	ibarat
penyejuk	pen sejuk
penggunaannya	pen guna an nya
instrumen	instrumen
bernapas	ber napas
terpopuler	ter populer
dituakan	di tua kan
pilihannya	pilih an nya
integritasnya	integritas nya
mengesankan	men kesan kan
diperbuat	di per buat
lembah	lembah
divonis	di vonis
lagu	lagu
tukang	tukang
putraku	putra aku
penyempitan	pen sempit an
saluran	salur an
balai	bala i
pengeras	pen keras
meratap	men ratap
dinyanyikan	di nyanyi kan
mengingatkannya	men ingat kan nya
sekayu	se kayu
terjal	terjal
mengemukakan	men kemuka kan
peminat	pen minat
selembar	se lembar
penganggur	pen anggur
dipilah	di pilah
membela	men bela
majelis	majelis
menyaksikannya	men saksi kan nya
pengingat	pen ingat
naikkan	naik kan
migrasi	migrasi
internasional	internasional
bereaksi	ber reaksi
pengajarnya	pen ajar nya
sari	sari
batas	batas
tanggap	tanggap
menyerap	men serap
kuatkan	kuat kan
implementasinya	implementasi nya
ban	ban
pengusaha	pen usaha
cinta	cinta
dicuri	di curi
konsorsium	konsorsium
mengasihinya	men kasih i nya
tertelak	ter telak
tokonya	toko nya
ditinggikan	di tinggi kan
penampungan	pen tampung an
tamu	tamu
rohani	rohani
irak	irak
guntingan	gunting an
pengaman	pen aman
militer	militer
menerangi	men terang i
dipadati	di padat i
pemantauan	pen pantau an
mustahil	mustahil
setingkat	se tingkat
pemainnya	pen main nya
fasilitator	fasilitator
berkompeten	ber kompeten
membodohi	men bodoh i
kekeliruan	ke keliru an
didasarkan	di dasar kan
balon	balon
mengokohkan	men kokoh kan
memotivasi	men motivasi
meneruskannya	men terus kan nya
membuktikannya	men bukti kan nya
koran	koran
sangkakala	sangkakala
menyeluruh	menyeluruh
membusukkan	men busuk kan
balok	balok
roboh	roboh
pucuk	pucuk
tabrakan	tabrak an
mengungkapkannya	men ungkap kan nya
ketidakberhasilan	ke tidak berhasil an
bertengkar	ber tengkar
tamunya	tamu nya
pemandu	pen pandu
menganiaya	men aniaya
martabat	martabat
dagangan	dagang an
memilihkan	men pilih kan
pengambilan	pen ambil an
berangin	ber angin
dimengerti	di mengerti
diairi	di air i
jadwalku	jadwal ku
bertenaga	ber tenaga
ubi	ubi
belah	belah
ditolak	di tolak
jebakan	jebak an
berimplikasi	ber implikasi
hebatnya	hebat nya
toko	toko
ketidaksetujuan	ke tidak setuju an
tersandung	ter sandung
sifat	sifat
menggiatkan	men giat kan
membocorkan	men bocor kan
lubangnya	lubang nya
pergantian	per ganti an
berjiwa	ber jiwa
terberat	ter berat
militan	militan
hatinya	hati nya
langit	langit
memilihnya	men pilih nya
mengalahkan	men kalah kan
nonfisik	non fisik
pohon	pohon
direka	di reka
aneh	aneh
goyang	goyang
merepresentasi	men representasi
surabaya	surabaya
detak	detak
penyesalan	pen sesal an
mengingatnya	men ingat nya
berfirman	ber firman
diberitakannya	di berita kan nya
langkanya	langka nya
terealisasi	ter realisasi
sebutan	sebut an
dipukuli	di pukul i
maraknya	marak nya
seramai	se ramai
menipis	men tipis
nasional	nasional
menghayati	men hayat i
pengepungan	pen kepung an
terlatih	ter latih
berjanji	ber janji
satker	satker
fosil	fosil
penentuannya	pen tentu an nya
survey	survey
otak	otak
tertipu	ter tipu
didapat	di dapat
dijahitkan	di jahit kan
mini	min i
pengering	pen kering
pemaksaan	pen paksa an
tenaga	tenaga
cukur	cukur
paham	paham
pelaksanaan	pen laksana an
berendam	ber rendam
pisang	pisang
memperjelas	men jelas
mainan	main an
wawasan	wawasan
komplek	komplek
menuruni	men turun i
audit	audit
antarkuota	antar kuota
memberdayakan	men ber daya kan
kluster	kluster
mempublikasikan	men publikasi kan
menyasar	men sasar
balistik	balistik
abdikan	abdi kan
berprestasi	ber prestasi
regenerasi	regenerasi
luwes	luwes
bolos	bolos
membenahi	men benah i
melarang	men larang
perimbangan	per imbang an
menghentikan	men henti kan
budaknya	budak nya
kalender	kalender
analis	analis
konsepnya	konsep nya
kerumunan	kerumun an
ngengat	ngengat
diusahakannya	di usaha kan nya
dicoba	di coba
menyelubungi	men selubung i
urutan	urut an
administrasinya	administrasi nya
mengulangnya	men ulang nya
dikritik	di kritik
mengenakannya	men kena kan nya
dipinjami	di pinjam i
ulama	ulama
menitipkan	men titip kan
ditanggung	di tanggung
dibina	di bina
fasilitasnya	fasilitas nya
terpercaya	ter percaya
penampilannya	pen tampil an nya
mencabutnya	men cabut nya
saraf	saraf
lolos	lolos
antarrumah	antar rumah
evaluasinya	evaluasi nya
mengorbankan	men korban kan
tambah	tambah
terguncangkan	ter guncang kan
jijik	jijik
ucapkan	ucap kan
ditangani	di tangan i
pemerintahnya	pen perintah nya
kumpulan	kumpul an
kiamat	kiamat
disita	di sita
himbauan	himbau an
penjatahan	pen jatah an
terdengar	ter dengar
dikuasai	di kuasa i
sesali	sesal i
didanai	di dana i
penanam	pen tanam
burung	burung
bagian	bagi an
kompleks	kompleks
diyakinkan	di yakin kan
kolom	kolom
bapamu	bapa mu
ketuanya	ketua nya
mediasi	mediasi
mengaktifkannya	men aktif kan nya
bicarakan	bicara kan
pernyataan	per nyata an
dimungkinkan	dimungkinkan
kelahiran	ke lahir an
ditransaksikan	di transaksi kan
pencapaian	pen capai an
zakat	zakat
mengisolasi	men isolasi
konflik	konflik
ras	ras
melengkapi	men lengkap i
berkulit	ber kulit
imigran	imigran
lusinan	lusin an
rasuli	rasul i
terlembagakan	ter lembaga kan
kehadiran	ke hadir an
dirumahkan	di rumah kan
berterimakasih	ber terimakasih
memprioritaskan	men prioritas kan
prasangka	prasangka
kembalikan	kembali kan
tunggu	tunggu
dibentuknya	di bentuk nya
otomotif	otomotif
menghantam	men hantam
asli	asli
carinya	cari nya
ceroboh	ceroboh
memutar	men putar
konsistennya	konsisten nya
keluarga	keluarga
diprakarsai	di prakarsa i
takutnya	takut nya
lokal	lokal
kualitas	kualitas
maret	maret
alternatif	alternatif
ajarannya	ajar an nya
diestimasi	di estimasi
opini	opini
penanda	pen tanda
lantainya	lantai nya
menambah	men tambah
berkesimpulan	ber ke simpul an
disetujui	di setuju i
diakibatkannya	di akibat kan nya
irlandia	irlandia
dibayarkan	di bayar kan
toleransi	toleransi
motivasi	motivasi
esensi	esens i
pemilik	pen milik
berupa	ber rupa
korupsi	korupsi
mengirimkannya	men kirim kan nya
berwarna	ber warna
mencurangi	men curang i
mainnya	main nya
menggantikannya	men ganti kan nya
olahan	olah an
kami	kami
aturan	atur an
membesar	men besar
pemetikan	pen petik an
penjualannya	pen jual an nya
berorientasi	ber orientasi
memberi	men beri
nyawa	nyawa
menyelenggarakannya	men selenggara kan nya
gerutuan	gerutu an
menangi	menang i
bersifat	ber sifat
peternakannya	peternakan nya
didapati	di dapat i
motif	motif
sedih	sedih
peminjamannya	pen pinjam an nya
pembaruannya	pen baru an nya
terpancar	ter pancar
mengikrarkan	men ikrar kan
busuk	busuk
pencair	pen cair
tuanmu	tuan mu
binasa	binasa
pernafasan	per nafas an
menunjuknya	men tunjuk nya
melaksanakan	men laksana kan
pertanyaannya	per tanya an nya
telur	telur
melewatinya	men lewat i nya
berorganisasi	ber organisasi
trendi	trend i
bising	bising
cela	cela
dampingan	damping an
lintasan	lintas an
dicari	di cari
perburuhan	per buruh an
bi	bi
mengurus	men urus
sanggup	sanggup
mengatasinya	men atas i nya
istrinya	istri nya
mempertegas	men tegas
putusan	putus an
memperdalam	men dalam
dikaruniakan	di karunia kan
dolar	dolar
terorisme	terorisme
layaknya	layak nya
menyusahkan	men susah kan
petinggi	petinggi
terkoyak	ter koyak
membiayai	men biaya i
menangkal	men tangkal
penghubung	pen hubung
persentase	persentase
akhirnya	akhir nya
terdekat	ter dekat
bayar	bayar
teriakku	teriak ku
menjejali	men jejal i
merobohkan	men roboh kan
antarkepala	antar kepala
dokumenter	dokumenter
pertentangan	per tentang an
berlalunya	ber lalu nya
terangmu	terang mu
pejabat	pejabat
memberantas	men berantas
menjatuhi	men jatuh i
warganegara	warganegara
gaya	gaya
esa	esa
melantik	men lantik
membimbingnya	men bimbing nya
menembakkan	men tembak kan
menduga	men duga
tangguh	tangguh
orangtuaku	orangtua aku
lelang	lelang
bersasaran	ber sasar an
berkonsentrasi	ber konsentrasi
diharapkannya	di harap kan nya
lagunya	lagu nya
muslim	muslim
disiplin	disiplin
paskah	paskah
dijaga	di jaga
memajang	men pajang
pembenahan	pen benah an
penggunaan	pen guna an
pemeran	pen peran
penggugah	pen gugah
asal	asal
berjauhan	ber jauh an
set	set
balasan	balas an
dimeriahkan	di meriah kan
tersegmentasi	ter segmentasi
dilaksanakannya	di laksana kan nya
tumbuhan	tumbuh an
gilirannya	gilir an nya
rupa	rupa
memikirkannya	men pikir kan nya
terjadinya	ter jadi nya
favorit	favorit
padinya	padi nya
dilantunkannya	di lantun kan nya
ditabungkan	di tabung kan
harapannya	harap an nya
enaknya	enak nya
bunganya	bunga nya
jubahnya	jubah nya
dikonfirmasi	di konfirmasi
setir	setir
menyelesaikannya	men selesai kan nya
pendapatan	pen dapat an
menggulingkan	men guling kan
terendah	ter rendah
mencermati	men cermat i
membobol	men bobol
yupiter	yupiter
dibutuhkan	di butuh kan
penyusunan	pen susun an
terbelakang	ter belakang
menjatuhkan	men jatuh kan
tersinggung	ter singgung
kaca	kaca
lucunya	lucu nya
menginginkan	men ingin kan
memanah	men panah
ditangkap	di tangkap
tani	tani
alfabet	alfabet
agung	agung
ketidakpedulian	ke tidak peduli an
menjauhi	men jauh i
didedikasikan	di dedikasi kan
dikesampingkan	di kesamping kan
rehabilitasinya	rehabilitasi nya
kronis	kronis
perlawanan	per lawan an
mengenang	men kenang
dilantunkan	di lantun kan
kerabat	kerabat
minumannya	minum an nya
batu	batu
beradu	ber adu
tulus	tulus
kantor	kantor
mempunyai	men punya i
dikhawatirkannya	di khawatir kan nya
biaya	biaya
pemdanya	pemda nya
ditayangkan	di tayang kan
mengajarnya	men ajar nya
menghemat	men hemat
menyanyi	men nyanyi
sindikat	sindikat
ajaib	ajaib
perhatian	per hati an
kirinya	kiri nya
asam	asam
hasratnya	hasrat nya
diremajakan	di remaja kan
menyemburkan	men sembur kan
mencarikan	men cari kan
transaksi	transaksi
tangkap	tangkap
terpuruknya	ter puruk nya
utusannya	utus an nya
terurai	ter urai
kualifikasinya	kualifikasi nya
subur	subur
transformasi	transformasi
bertanya	ber tanya
